Vector,Label
"['oslo', 'vo', 'helsfyr', 'fler', 'spenn', 'prosjekt', 'und', 'delprogram', 'sysselsetting', 'groruddalssatsing']",0
"['hjelp', 'dusj']",1
"['mer', 'informasjon', 'human', 'ab', 'se', 'www']",0
"['copi', 'of', 'educational', 'certificat', 'transcript', 'of', 'record', 'and', 'lett', 'recommendation']",3
"['bidr', 'skap', 'trivsel', 'arbeidsplass', 'kollega', 'kund']",1
"['tar', 'medansv', 'elev', 'tilbud', 'samsv', 'elev', 'behov', 'tråd', 'læreplan', 'eventuell', 'individuell', 'opplæringsplan', 'iop']",1
"['endring', 'stillingsinnhold', 'arbeidstid', 'organisatorisk', 'tilhør', 'tid', 'må', 'påregn']",0
"['from', 'am', 'to', 'am', 'monday', 'through', 'saturday']",0
['person'],0
"['kontor', 'hold', 'nytt', 'modern', 'bygg', 'papirbredd']",0
"['gjern', 'legg', 'eventuell', 'vitnemål', 'attest', 'o', 'l', 'søknadsfrist', 'april']",3
"['krav', 'kompetans']",3
"['arbeidsoppgav', 'består', 'primært', 'rådgiving', 'prosjektled', 'bygningsingeniør']",1
"['tillegg', 'følg', 'oppgav', 'ligg', 'roll']",0
"['pleas', 'rememb', 'that', 'all', 'document', 'should', 'be', 'in', 'english', 'or', 'a', 'scandinavian', 'languag']",0
"['mul', 'relevant', 'kur', 'opplæring', 'avfallsfag']",0
"['kommun', 'visjon', 'god', 'liv', 'lev', 'bedr', 'lunn']",0
"['sortering', 'pressing', 'papp', 'papir', 'plast']",1
"['strukturer', 'selvgå', 'målrett']",2
"['oppfølging', 'innkjøpssamarbeid', 'andr', 'kommun', 'fylkeskommun']",1
"['nærmer', 'opplysning', 'stilling', 'fås', 'henvend', 'avdelingsled']",0
"['produksjon', 'svært', 'fokuser', 'kvalit', 'kund', 'sett', 'streng', 'krav', 'produkt', 'lever']",0
"['fullstend', 'utlysningstekst', 'elektronisk', 'søknadsskjem']",0
"['kunnskap', 'næringsmiddelproduksjon']",3
"['evn', 'led', 'barnegrupp']",2
"['søkj', 'systematisk', 'sjølvstend', 'serviceinnstilt', 'person', 'relevant', 'kontorfag', 'bakgrunn', 'god', 'dat']",2
"['kunnskap', 'innan', 'vism', 'hrm', 'fordel']",3
['pensjonsforhold'],0
"['tillitsfull', 'god', 'samarbeid', 'skap', 'lett', 'relasjon', 'nye', 'mennesk']",2
"['evn', 'vilj', 'fag', 'utvikling']",2
"['bred', 'erfaring', 'etterforskning', 'seksuell', 'overgrep', 'ell', 'alvor', 'vold', 'barn']",3
"['procedur', 'and', 'ensur', 'availability', 'to', 'tak', 'call', 'adopting', 'the', 'call', 'handling', 'procedur', 'and', 'cod', 'guidelin']",1
"['august', 'led', 'årig', 'stilling', 'stipendiat']",0
"['god', 'fysikk', 'blid', 'omgjeng', 'serviceinnstilt', 'selvstend', 'strukturer', 'effektiv']",2
"['styrk', 'økonomiavdeling', 'søk', 'controll']",0
"['fagbrev', 'ell', 'ann', 'relevant', 'utdanning']",3
"['godt', 'arbeidsmiljø', 'dykt', 'kol', 'fagmiljø']",0
"['arbeidsavtal', 'trer', 'kraft', 'lagt', 'fram', 'tilfredsstill', 'politiattest']",0
"['lønn', 'henhold', 'gjeld', 'avtaleverk']",0
"['e', 'post']",0
"['psykologpermisjon', 'års', 'ansiennit']",0
"['jobb', 'elkjøp', 'betyr', 'komm', 'stort', 'handelsforetak', 'konstant', 'skjer', 'endring', 'åpn', 'mul', 'rett', 'mennesk']",0
"['dett', 'gjør']",0
"['fleksibel', 'god', 'samarbeid']",2
"['eventuell', 'spørsmål', 'omstilling', 'rett', 'visindi', 'as']",0
"['vær', 'utadvend', 'nysgjerr']",2
"['lørdag', 'justering', 'må', 'påregn']",0
"['år', 'energiproduksjon', 'gwh', 'år']",0
"['samarbeid', 'trosopplærer', 'prosti']",1
"['pb', 'rolvsøy', 'ell', 'mail']",0
"['jobb', 'telefon', 'arbeidsverktøy', 'dett', 'vær', 'erfaring', 'møtebook', 'ell', 'telefonsalg']",3
"['pås', 'arbeidsprosess', 'utfør', 'ihht', 'bedrift', 'kund', 'styr', 'dokumentasjon']",1
"['competitiv', 'benefit', 'and', 'strong', 'focus', 'on', 'work']",0
"['arbeid', 'selvstend', 'ta', 'ansv', 'prosjekt', 'vikt']",2
"['strukturer', 'systematisk', 'fleksibel', 'endringsvil']",2
"['prøvetid', 'måned', 'fast', 'stilling']",0
"['erfaring', 'nettverk']",3
"['økonomiansv', 'personalansv', 'utviklingsansv']",1
"['atlant', 'videregå', 'skol', 'studieforbered', 'skol', 'ca', 'elev', 'ansatt']",0
"['erfaring', 'fler', 'ovenstå', 'oppgav', 'dokumenter', 'resultat']",3
"['solid', 'fagmiljø', 'kol', 'dyrk', 'godt', 'tverrfag', 'samarbeid']",0
"['opptatt', 'få', 'tak', 'resultatorienter', 'motiver', 'rett', 'person', 'egenskap']",2
"['in', 'accordanc', 'with', 'the', 'university', 'of', 'oslo', 's', 'equal', 'opportuniti', 'policy', 'we', 'invit', 'application', 'from', 'all', 'interested', 'individual', 'regardless', 'of', 'gend', 'or', 'ethnicity']",0
"['ansvar', 'etabler', 'vedlikehold', 'styr', 'sikkerhetsdokumentasjon']",1
"['beslutningsdykt', 'løsningsorienter', 'selvdriv']",2
"['vær', 'del', 'telenorbutikk', 'del', 'miljø', 'fokuser', 'kundeopplev', 'resultatoppnå', 'telecombransj', 'rask', 'utvikling']",1
"['gjern', 'utdanning', 'ell', 'erfaring', 'arbeidsmarkedskunnskap']",3
"['god', 'kommunikasjonsegenskap', 'båd', 'munt', 'skrift']",3
"['nye', 'kol', 'få', 'anledning', 'ta', 'del', 'rekk', 'spenn', 'prosjekt']",1
"['fjell', 'flott', 'natur', 'ørst']",0
"['erfaring', 'praktisk', 'pc']",2
"['aktiv', 'miljø', 'pilegrimsengasjement']",0
"['aktuell', 'søker', 'innkalt', 'intervju']",0
"['betal', 'godt']",0
"['utdanning', 'utov', 'videregå', 'skol']",3
"['selvstend', 'lik', 'formidl', 'utvikl', 'kol']",2
"['delt', 'direkt', 'tjenesteyting', 'overfor', 'bruker', 'bidr', 'målsetting', 'innenfor', 'tjenest', 'oppnås']",1
"['avstemning', 'skatt', 'aga']",1
"['knytt', 'kontakt', 'oppretthold', 'god', 'samarbeidsrelasjon', 'arbeidsgiver', 'tiltaksarrangør', 'andr', 'samarbeidspartner', 'båd', 'internt', 'eksternt']",1
"['strukturer', 'evn', 'jobb', 'godt', 'und', 'press']",2
"['x', 'fast', 'stilling', 'miljøterapeut', 'led', 'frå', 'snar']",1
"['øker', 'bemanning', 'vårt', 'slakteri', 'børøy', 'ser', 'sterkt', 'ønsk', 'fast', 'jobb', 'spenn', 'bedrift', 'del']",0
"['må', 'vær', 'sær', 'nøye', 'skjønn', 'vikt', 'bunad', 'betyr']",2
"['gudstjenesteforordning', 'hanestad', 'sokn', 'sjøli', 'sokn', 'sokn']",0
"['mul', 'fast', 'rett']",0
"['dett', 'gjør', 'elixi', 'trol', 'hyggeliger', 'mer', 'meningsfylt', 'arbeidsdag', 'mang', 'andr']",0
['vektlegg'],0
"['inkluder', 'støtt', 'kollega', 'kompetent', 'profesjonelt', 'arbeidsmiljø', 'mul', 'utvikl', 'kompetans', 'erfaring', 'fagspesifikk', 'tverrfag']",0
"['thriv', 'und', 'pressur']",2
"['ansv', 'barnevernfag', 'miljøarbeid', 'famili']",1
"['samm', 'nivå', 'und', 'hel', 'ansettelsesperiod']",0
"['ell', 'tof', 'hjemmesid', 'www']",0
"['barneverntjenest', 'vektlegg', 'arbeid', 'prioriter', 'sak', 'fokus', 'identifikasjon', 'bearbeiding', 'primær', 'problematikk']",0
"['avdeling', 'består', 'dag', 'medarbeider', 'etabler', 'sentralt', 'oslo', 'kontoradress', 'brynsengvei']",0
"['god', 'rekneskapsforståing', 'evn', 'nytenking']",2
"['identifiser', 'verdi', 'profesjonell', 'pålit', 'skap', 'inkluder', 'del', 'lag', 'vårt']",2
"['stor', 'friområd', 'umiddelb', 'nær', 'kort', 'vei', 'gårdsopplev', 'skog', 'fjord', 'kultur']",0
"['rådmann', 'ledergrupp', 'består', 'tillegg', 'seks', 'tjenesteområdeleder']",0
"['rådmann', 'ledergrupp', 'består', 'tillegg', 'seks', 'tjenesteområdeleder']",0
"['takl', 'akutt', 'situasjon', 'skap', 'ro', 'situasjon']",2
"['erfaring', 'rekruttering']",3
"['erfaring', 'frå', 'interess', 'kulturminnevern', 'handverk']",3
"['lærerutdanning', 'utdanning', 'pedagogikk']",3
"['kvalifikasjon', 'fagutdanning', 'fagbrev', 'ell', 'fler', 'områd', 'beskrev', 'ovenfor', 'samt', 'vektlagt', 'praksis', 'overnevnt', 'fag']",3
"['employment', 'term', 'fixed', 'term', 'contract', 'days', 'per', 'week', 'shift', 'rotation']",0
"['dramm', 'sist', 'åren', 'skår', 'kåring', 'gasellebedrift', 'land']",0
"['trygg', 'rådgiverroll', 'triv', 'best', 'tett', 'organisasjon', 'forretning']",2
"['anledning', 'søk', 'nill']",0
"['kund', 'møtebooking']",1
"['hjelpearbeider', 'bygg', 'anlegg', 'lign']",1
"['søk', 'ynskj', 'utfordring', 'ei', 'næring', 'sterk', 'vekst']",0
"['besluttsom', 'målbevisst', 'evn', 'jobb', 'und', 'stress', 'nødvend', 'egenskap']",2
"['fell', 'båd', 'spesialtilpass', 'videregå', 'klass', 'prosjekt', 'groruddalssatsing', 'samarbeid', 'arbeidsgiver', 'nav']",0
"['månad', 'prøvetid', 'nytilsett', 'årdal', 'kommun']",0
"['ser', 'prest', 'arbeid', 'selvstend', 'god', 'samarbeidsevn']",2
"['tarifflønn', 'utbetalt', 'dag']",0
"['opplæring', 'vert', 'gitt', 'heim']",0
"['spenn', 'utfordr', 'arbeidsoppgav']",0
"['annonsør', 'joubel', 'as']",1
"['nho', 'kår', 'drammensregion', 'mest', 'vellykk', 'region', 'land']",0
"['speak', 'norwegian', 'or', 'english']",3
"['hjelp', 'matlaging']",1
"['medarbeider', 'stolt', 'produser', 'berg', 'stolt']",0
"['komm', 'skol']",0
"['ung', 'arrangør', 'jobb', 'systematisk', 'økt', 'ungdomsmedvirkning']",1
"['vitnemål', 'attest', 'ikk', 'overs', 'medbring', 'evt']",0
"['you', 'will', 'lead', 'a', 'team', 'of', 'hr', 'manag', 'professional', 'in', 'a', 'global', 'multicultural', 'and', 'divers', 'organization']",1
"['omsorgsfull', 'god', 'holdning']",2
"['veiledningsoppgav', 'organisasjon']",1
"['tirsdag', 'torsdag', 'arbeidstid']",0
"['passionat', 'about', 'custom', 'servic']",2
"['sjekk', 'blogg', 'smia']",0
"['høgskol', 'ia']",0
"['vann', 'avløp', 'renovasjon']",0
"['ansv', 'arbeidsoppgav']",0
"['personalbillett', 'nsbs', 'tog']",0
"['dersom', 'intern', 'tilsetjing', 'led', 'ann', 'stillingsprosent']",0
"['has', 'a', 'big', 'smil', 'positiv', 'energy', 'and', 'lov', 'their', 'colleagu']",1
"['send', 'søknadsbrev', 'cv', 'elektronisk', 'via', 'webcruit']",0
"['has', 'experienc', 'in', 'a', 'simil', 'rol', 'in', 'a', 'fast', 'paced', 'quality', 'establishment']",3
"['ansv', 'butikk', 'dag', 'renhold']",1
"['planlegg', 'gjennomfør', 'aktivitet', 'barn']",1
"['opplysning', 'offentliggjort', 'bedt', 'ikk', 'oppført', 'søkerlist']",0
"['strong', 'team', 'spirit']",2
"['as', 'being', 'responsibl', 'the', 'distribution', 'of', 'the', 'pap', 'edition', 'of', 'aftenpost', 'and', 'oth', 'pap', 'books', 'weekly', 'magazin', 'peer', 'reviewed', 'journal', 'small', 'parcel', 'and', 'about', 'million', 'advertisement', 'and', 'oth', 'attachment', 'per', 'year']",0
"['munt', 'skrift']",0
"['brenn', 'barnehagefag', 'stor', 'yrkesstolt', 'kjenn', 'mye', 'gi', 'godt', 'pågangsmot', 'nettopp', 'lag']",2
"['medarbeid', 'tillitsvalgtopplæring']",0
"['allsid', 'fag', 'utfordr', 'arbeidsoppgav']",0
"['relevant', 'praksis']",3
"['stilling', 'verksbetjent']",1
"['you', 'will', 'hav', 'overall', 'responsibility', 'talent', 'and', 'succession', 'planning', 'program', 'traine', 'program', 'global', 'expatriat', 'policy', 'remuneration', 'and', 'compensation']",1
"['a', 'mattilsyn', 'krav']",0
"['a', 'team', 'with', 'high', 'ambition', 'to', 'chang', 'the', 'way', 'we', 'work', 'in', 'the', 'hospitality', 'industry']",0
"['søknad', 'send', 'elektronisk', 'via', 'link', 'www']",0
"['lci', 'plan', 'prosjektplan']",0
"['ord', 'struktur', 'rydd', 'jobbadferd']",2
"['be', 'orderly', 'and', 'structured']",2
"['medvirk', 'hersk', 'ro', 'ord', 'kirkegård']",1
"['oppnå', 'resultatmål']",0
"['stilling', 'lagt', 'organisatorisk', 'eining', 'samfunnsutvikling', 'avdeling', 'plan', 'kultur', 'forvaltning']",0
"['erfaring', 'kunderett', 'arbeid']",3
"['drift', 'utviklingsansv', 'ungdomm', 'kulturhus', 'samt', 'fritidsklubb', 'hvorav', 'spesielt', 'tilrettelagt']",1
"['family', 'spirit', 'and', 'a', 'positiv', 'working', 'environment']",0
"['erfaring', 'prosjektled', 'privat', 'ell', 'offent', 'byggherr', 'ell', 'størr', 'entreprenør']",3
"['lyst', 'skap', 'karrier']",0
"['god', 'kommunikasjon', 'utan', 'ord']",2
"['god', 'skrift', 'munt', 'framstillingsevn']",3
"['sykehjemm', 'fokus', 'fagutvikling', 'kvalit']",0
"['god', 'kommunikasjon', 'samarbeid']",2
"['høyskol', 'universit', 'diplom', 'bachelor', 'grad']",3
"['hug', 'oppgj', 'saksnr']",0
"['derfor', 'typisk', 'sweco']",0
"['kund', 'søk', 'mekaniker', 'engasjement', 'oppstart', 'janu']",1
"['behersk', 'engelsk', 'skrift', 'munt', 'godt']",3
"['intervju', 'tiltred', 'snarest', 'dett']",0
"['elektronisk', 'søknadsskjem']",0
"['kunn', 'fyll', 'stilling', 'montasjeled', 'må', 'solid', 'innsikt', 'fag', 'problemstilling']",2
"['tilsetjing', 'skjer', 'vilkår', 'plikt', 'ei', 'tid', 'går', 'fram', 'gjeld', 'lov', 'regl', 'tariffavtal']",0
"['harstad', 'kommun', 'ia', 'bedrift']",0
"['kommunikasjonsevn', 'samt', 'høy', 'etisk', 'standard']",2
"['opptatt', 'god', 'trivsel', 'fornøyd', 'medarbeider', 'ønsk']",0
"['fullstend', 'utlysningstekst', 'finn']",0
"['rund', 'deltager', 'ansatt']",0
"['selvstend', 'arbeid', 'hverdag']",0
"['relevant', 'fagbrev']",3
"['fakult', 'teknologi', 'kunst', 'design', 'tkd', 'ca']",0
"['organisasjonsutvikling', 'rekrutteringsbistand', 'lønningskontor', 'lean']",1
"['spørsmål', 'ell', 'ønsk', 'ytterliger', 'informasjon', 'ta', 'gjern', 'kontakt']",0
"['stå', 'vilj', 'godt', 'humør']",2
"['medarbeiderorienter', 'evn', 'motiver', 'utvikl', 'medarbeider']",2
"['forsking', 'konsentrer', 'tre', 'områd', 'bedr', 'diagnostisk', 'verktøy', 'gjør', 'klinisk', 'forsøk', 'behandlingsform', 'samt', 'identifiser', 'nye', 'molekyl', 'behandling', 'cøliaki']",1
"['ledererfaring', 'styrk', 'kandidatur']",3
"['hør', 'interessant', 'jobb', 'spenn', 'driv', 'attføring', 'opplæring', 'veiledning', 'vær', 'profesjonell', 'leverandør', 'tjenest']",1
"['stabsleder', 'ivaret', 'utvikl', 'kommun', 'saml', 'avtaleverk', 'retningslinj', 'rutin', 'hr']",1
"['askvoll', 'politisk', 'vedtek', 'ver', 'to', 'pedagog', 'per', 'avdeling']",0
"['virksom', 'løft', 'as']",0
"['oppstart', 'høst']",0
"['jobb', 'kjent', 'merkevar']",0
"['god', 'vilkår', 'fag', 'utvikling']",0
"['dett', 'skyld', 'bodø', 'kommun', 'front', 'gjeld', 'utvikling', 'tjenest', 'tilrettelegging', 'næringsvirksom', 'sentral', 'gjennomføring', 'rekk', 'ambisiøs', 'utviklingsprosjekt', 'tett', 'samarbeid', 'hel', 'byregion']",0
"['dett', 'tilfell', 'ta', 'kontakt', 'søker', 'offentliggjøring']",0
"['stilling', 'lønn', 'stat', 'lønnsregulativ', 'stillingskod', 'avdelingsdirektør']",0
"['god', 'samarbeid']",2
"['statsbygg', 'kunnskapsbaser', 'organisasjon', 'sentral', 'roll', 'virksomhetsområd', 'stor', 'samfunnsmess', 'betydning', 'oppmerksom']",0
"['bidr', 'fag', 'kompetans', 'øvr', 'virksom', 'lokal', 'tiltak']",1
"['krev', 'god', 'munt', 'skrift', 'fremstillingsevn']",3
"['båd', 'eies', 'driv', 'etterkommer']",0
"['vær', 'fleksibel', 'hensyn', 'arbeidstid']",2
"['lyst', 'tjen', 'godt']",0
"['tas', 'derfor', 'forbehold', 'fortrinnsrett', 'intern', 'søker', 'jfr', 'arbeidsmiljø']",0
"['minimum', 'års', 'ledererfaring']",3
"['lønningsansvar', 'normalt', 'stå', 'ca', 'lønnsutbetaling', 'måned', 'båd', 'fast', 'variabl', 'transaksjon']",1
"['god', 'humør', 'smitt', 'kund', 'vet', 'glad', 'fornøyd', 'vend', 'tilbak']",1
"['pr', 'år', 'oslo', 'kommun', 'regulativ']",0
"['uansett', 'vær', 'rikt', 'jobb', 'leng']",0
"['stilling', 'tre']",0
"['løs', 'driftsproblem', 'oppstå', 'anlegg']",1
"['oppfølging', 'avtal', 'leverandør']",1
"['pedagogisk', 'utviklingsarbeid', 'videreutvikl', 'god', 'system']",1
"['fullstend', 'utlysningstekst', 'elektronisk', 'søknadsskjem']",0
"['pliktoppfyll', 'pålit']",2
"['arbeid', 'består', 'varehåndtering', 'pakking', 'ekspedering', 'ordremottak', 'enkler', 'logistikk', 'oppgav', 'samt', 'renhold', 'ann', 'forfallent', 'arbeid']",1
"['rent', 'vann', 'varm', 'bol', 'effektiv', 'transport', 'modern', 'sykehus']",0
"['kunnskap', 'varier', 'arbeid', 'innan', 'skuleadministrasjon', 'elevdokumentasjon', 'elevrett', 'arbeid']",1
"['truckførersertifikat', 'fordel']",3
"['god', 'resultatoppnå', 'tidliger', 'stilling']",3
"['hausmann', 'gat']",0
"['a', 'polic', 'clearanc', 'lett', 'to', 'be', 'provided', 'befor', 'august']",3
"['divers', 'statistikk', 'rapportering']",1
"['stilling', 'reserv', 'skiftlag', 'dekk', 'langtidsfravær', 'operatør', 'skift']",1
"['fordel', 'god', 'kunnskap', 'teknisk', 'system', 'jernbanekjøretøy']",3
"['evn', 'ta', 'initiativ', 'samarbeid', 'arbeid', 'selvstend']",2
"['kommun', 'litt', 'ansatt']",0
"['arbeidserfaring', 'person', 'eigenskap', 'vert', 'sær', 'vektlagt', 'tilsetting']",0
"['elektronisk', 'søknadsskjem']",0
"['tilsetting', 'hels', 'psykiatritjenest', 'må', 'lever', 'politiattest', 'ikk', 'eldr', 'måned']",3
"['ca', 'år', 'mul', 'forleng']",0
"['søknadspapir', 'vert', 'ikkj', 'returner']",0
"['ansv', 'oppgaveløsning', 'sivil', 'rettsplei', 'oppgav', 'grenland', 'namsfogddistrikt']",1
"['planlegg', 'gjennomfør', 'salsfremm', 'tiltak']",1
"['tillegg', 'består', 'virksom', 'bruktbilsalg', 'autoriser', 'verksted', 'merc', 'salg', 'del', 'tilbehør']",0
"['utvikl', 'prisstrategi', 'nordisk', 'marked']",1
"['fler', 'mann', 'kol']",0
"['skap', 'god', 'relasjon']",2
"['sterkt', 'fokus', 'hms', 'kvalit']",2
"['gjør', 'oppmerksom', 'søker', 'offent', 'søkerlist', 'søker', 'bedt', 'anonymit']",0
"['arbeid', 'består', 'legg', 'rett', 'fisk', 'fiskeaktivitet', 'knytt', 'elv', 'sjø', 'innland', 'samt', 'kultiveringsarbeid', 'knytt', 'nidelv', 'rekk', 'vann', 'trondheim', 'omland']",1
"['sted', 'hersleb', 'gat', 'oslo']",0
"['behold', 'rekrutter', 'aktiviser', 'medlemm']",1
"['link', 'søknadsskjem', 'send', 'søknad', 'mer', 'informasjon', 'kontakt', 'marin', 's', 'nordås']",0
"['søknadsskjem', 'www']",0
"['the', 'appointment', 'is', 'subject', 'to', 'the', 'rul', 'governing', 'school', 'norway']",0
"['søk', 'medarbeider', 'avdelingsleder', 'ulik', 'ansvarsområd', 'ønsk', 'vær', 'form', 'bygg', 'nye', 'butikk']",1
"['ta', 'imot', 'veiledning']",0
"['god', 'samarbeidsevn']",2
"['krav', 'språkkunnskap']",3
"['ungdomsarbeid', 'fagbrev', 'lønn', 'henhold', 'oslo', 'kommun', 'lønnsregulativ']",0
"['varier', 'miljø', 'mye', 'kundekontakt']",0
"['søknadsfrist', 'febru']",0
"['behandlingsopplegg', 'ungdomm', 'fulgt']",0
"['send', 'e', 'post']",0
"['menn', 'oppfordr', 'søk']",3
"['fast', 'stilling']",0
"['kvalifikasjon', 'kultur', 'ungdomsarbeid']",0
"['les', 'mer', 'stangeland', 'skol']",0
"['samtid', 'folkeh', 'mangfold', 'grønn', 'skift', 'kultur', 'livskvalit', 'svært', 'høy', 'priorit', 'alt', 'gjør']",0
"['utfør', 'driftsrutin', 'forebygg', 'vedlikehold']",1
"['vedlikehold', 'maskin']",1
"['krav', 'utdanning']",3
"['aid', 'ife', 'research', 'in', 'developing', 'managing', 'and', 'reporting', 'on', 'eu', 'project']",1
"['the', 'earliest', 'starting', 'dat', 'is', 'july']",0
"['nrc', 'as', 'well', 'as', 'facilitat', 'financing', 'through', 'the', 'nrc', 'support', 'program', 'networking', 'and', 'horizon', 'application', 'development']",1
"['samfunnsorienter', 'forstå', 'enhet', 'roll', 'politi', 'samfunnsoppdrag']",2
"['fullstend', 'utlysningstekst', 'elektronisk', 'søknadsskjem']",0
"['søknad', 'cv', 'send']",0
"['hotell', 'vikt', 'del', 'scandic', 'satsing', 'food', 'beverag']",0
"['flight', 'taxi', 'collection', 'from', 'airport']",0
"['inntil', 'tre', 'lønnstrinn', 'ekstr']",0
"['fast', 'stilling']",0
"['leiar', 'vern', 'bustad', 'grand']",1
"['øvr', 'skjer', 'tilsetting', 'vilkår', 'plikt', 'følg', 'lov', 'tariffavtal', 'reglement']",0
"['nødvend', 'opplæring', 'delt', 'montering', 'isolaft', 'byggesystem', 'byggeplass']",1
"['god', 'opplæring', 'oppfølging']",0
"['utviklingsaktivitet', 'diss', 'fagfelt']",0
"['voss', 'kommun', 'ynskj', 'størr', 'aldersmangfald', 'tilsett', 'oppmod', 'difor', 'yngr', 'arbeidstakar', 'søkj']",0
"['all', 'arena', 'vær', 'uavheng', 'aren', 'religiøs', 'politisk', 'vinkling', 'tilbyr', 'positiv', 'voksenkontakt']",0
"['tilsatt', 'hold', 'pilestred', 'oslo', 'sentrum', 'kjell']",0
"['dersom', 'medarbeider', 'relevant', 'kompetans', 'aktuelt', 'foret', 'avhør', 'metod', 'sekvensiell', 'avhør']",0
['offentleg'],0
"['god', 'utviklingsbudsjett', 'stor', 'ambisjon', 'godt', 'gang', 'videreutvikling', 'system']",0
"['ønsk', 'bidr', 'kompetans', 'vårt', 'fagmiljø']",0
"['opptr', 'profesjonell', 'måt', 'krav', 'kund', 'all', 'høyest', 'grad', 'fokus', 'hos']",3
"['tilsett', 'stilling', 'stipendiat', 'må', 'søk', 'opptak', 'doktorgradsprogramm', 'ph']",0
"['tilrettelegg', 'læringssituasjon', 'barn', 'behov', 'opplæringsplan', 'klasseromm', 'båd', 'små', 'grupp']",1
"['medarbeid', 'fagansvar', 'ingeniør', 'maskinteknikk']",1
"['dato', 'ikk', 'vent']",0
['gassindustri'],0
"['kunnskap', 'ønsk']",0
"['del', 'human', 'ab', 'nord', 'størst', 'omsorgsforetak', 'virksom', 'norg', 'sver', 'finland']",0
"['politiattest', 'ikk', 'eldr', 'mnd', 'må', 'framlegg', 'tiltred']",3
"['led', 'fell', 'enh', 'sivil', 'rettsplei', 'inngår', 'politidistrikt', 'ledergrupp', 'rapporter', 'direkt', 'politimest', 'politidistrikt']",0
"['g', 'max', 'representer', 'norg', 'størst', 'innkjøpssystem', 'sportsartikl', 'gi', 'minimal', 'pris']",0
"['link', 'søknadsskjem', 'send', 'søknad', 'mer', 'informasjon', 'kontakt']",0
"['teatr', 'organisasjon', 'rund', 'forskjel', 'yrkesgrupp', 'arbeid', 'ulik', 'arbeidstidsordning']",0
"['skiftperiod', 'oppgav', 'vær']",0
"['norsk', 'autorisasjon', 'fysioterapeut', 'ell', 'ergoterapeut']",3
"['kreativ', 'rydd']",2
"['mul', 'videreutvikling', 'sertifiser', 'volvo', 'skadereparatør']",0
"['endring', 'cv', 'vert', 'lagr', 'dersom', 'logg', 'send', 'søknad']",0
"['pågangsmot', 'entusiasm']",2
"['må', 'derfor', 'vær', 'bevisst', 'egn', 'valg', 'få', 'betydning', 'lag', 'del']",2
"['vilj', 'god', 'arbeidsmoral']",2
"['lag', 'oslo', 'best', 'mest', 'spenn', 'barnehag', 'reis']",0
"['mul', 'nasjonal', 'internasjonal', 'kur']",0
"['forbind', 'lys', 'midlertid', 'spesialstilling', 'språkpraksiskoordinator']",1
"['bioinformatic', 'elixir', 'team', 'is', 'part', 'of', 'the']",0
"['dag', 'led', 'stilling']",1
"['svært', 'avheng', 'gi', 'positiv', 'inntrykk', 'ovenfor', 'kund', 'vårt', 'nærmiljø']",1
"['må', 'jobb', 'selvstend', 'effektiv']",2
"['ansatt', 'elkjøp', 'får', 'konkurransedykt', 'lønn', 'god', 'karrieremu', 'gunst', 'personalkjøpsordning']",0
"['prospekter', 'nye', 'forretningsmu']",1
"['studiespesialisering', 'parallell', 'hvert', 'trinn']",0
"['høyt', 'kompetent', 'engasjer', 'medarbeider']",0
"['sykeplei', 'verneplei', 'mul', 'økning']",1
"['mul', 'kur']",0
"['bygg', 'ny', 'barnehag', 'start', 'dett', 'jobb']",0
"['hovedkontor', 'kolbotn']",0
"['spenn', 'utfordring', 'varier', 'arbeidsoppgav']",0
"['utadvend', 'blid', 'hygg', 'serviceorienter']",2
"['gjern', 'controllererfaring', 'tidliger', 'initativrik', 'serviceinnstilt', 'person', 'god', 'samarbeid']",2
"['fagansvar', 'samferdselsprosjekt']",1
"['responsibiliti', 'and', 'task']",0
"['ansatt', 'lærling', 'barn']",0
"['x', 'vikariat', 'miljøarbeid']",1
"['analytisk', 'positiv', 'løsningsorienter']",2
"['bidr', 'vekst', 'ferskvar']",1
"['får', 'påfyll', 'møt', 'kund', 'bryr', 'enest']",1
"['oversikt', 'plan', 'dag', 'aktivitet']",1
"['tyd', 'omsorgsfull', 'inkluder', 'lederstil']",2
"['nav', 'opptatt', 'mangfold', 'oppfordr', 'all', 'kvalifiser', 'kandidat', 'søk', 'jobb', 'hos', 'uansett', 'ald', 'kjønn', 'funksjonshemming', 'nasjonal', 'ell', 'etnisk', 'bakgrunn']",0
"['totalt', 'ansatt', 'forvent', 'omsetning', 'ca', 'mill']",0
"['tillegg', 'må', 'god', 'skrift', 'munt', 'fremstillingsevn', 'norsk', 'god', 'engelskkunnskap']",3
"['læretid', 'ver', 'avheng', 'godkjend', 'skulegang', 'praksis']",0
"['be', 'positiv', 'and', 'proactiv', 'and', 'hav', 'a', 'desir', 'positiv', 'improvement', 'in', 'quality']",2
"['deltak', 'vaksinering', 'sortering']",1
"['god', 'psykisk', 'fysisk', 'hels']",3
"['opptatt', 'forstå', 'problemstilling', 'initier', 'aktivitet', 'gir', 'resultat']",2
"['sterk', 'motivasjon', 'lykk', 'bb']",2
"['butikk', 'tråd', 'mål', 'strategi', 'konseptutvikling']",0
"['følg', 'instruksjon', 'trykk', 'nest', 'komm', 'vidar']",0
"['evn', 'takl', 'høyt', 'tempo']",2
"['søk', 'person']",0
"['søker', 'varsl', 'dersom', 'ønsk', 'omreservasjon', 'ikk', 'tatt', 'følg']",0
